1 83.625 22.01667
2 323.37495 -0.81667
3 205.54995 28.38333
4 245.89995 -26.53333
5 229.65 2.08333
6 265.02495 -32.21667
7 268.47495 -34.81667
8 270.94995 -24.38333
9 259.8 -18.51667
10 254.27505 -4.1
11 282.77505 -6.26667
12 251.80005 -1.95
13 250.425 36.46667
14 264.40005 -3.25
15 322.5 12.16667
16 274.69995 -13.78333
17 275.20005 -16.18333
18 274.97505 -17.13333
19 255.64995 -26.26667
20 270.57495 -23.03333
21 271.15005 -22.5
22 279.10005 -23.9
23 269.20005 -19.01667
24 274.60005 -18.41667
25 277.90005 -19.25
26 281.29995 -9.4
27 299.89995 22.71667
28 276.12495 -24.86667
29 305.97495 38.53333
30 325.09995 -23.18333
31 10.67505 41.26667
32 10.67505 40.86667
33 23.475 30.65
34 40.5 42.78333
35 92.22495 24.33333
36 84.02505 34.13333
37 88.09995 32.55
38 82.17495 35.83333
39 323.05005 48.43333
40 185.59995 58.08333
41 101.50005 -20.73333
42 83.85 -5.45
43 83.89995 -5.26667
44 130.02495 19.98333
45 56.749995 24.11667
46 115.45005 -14.81667
47 114.15 -14.5
48 123.45 -5.8
49 187.45005 8
50 105.79995 -8.33333
51 202.47495 47.2
52 351.04995 61.58333
53 198.225 18.16667
54 283.77495 -30.48333
55 295.00005 -30.96667
56 289.15005 30.18333
57 283.39995 33.03333
58 189.42495 11.81667
59 190.5 11.65
60 190.92495 11.55
61 185.475 4.46667
62 255.3 -30.11667
63 198.94995 42.03333
64 194.175 21.68333
65 169.725 13.08333
66 170.05005 12.98333
67 132.6 11.81667
68 189.87495 -26.75
69 277.84995 -32.35
70 280.8 -32.3
71 298.45005 18.78333
72 313.37505 -12.53333
73 314.74995 -12.63333
74 24.17505 15.78333
75 301.52505 -21.91667
76 25.575 51.56667
77 40.67505 -0.01667
78 86.67495 0.05
79 81.12495 -24.55
80 244.24995 -22.98333
81 148.90005 69.06667
82 148.95 69.68333
83 204.25005 -29.86667
84 186.27495 12.88333
85 186.34995 18.18333
86 186.55005 12.95
87 187.69995 12.4
88 187.99995 14.41667
89 188.925 12.55
90 189.19995 13.16667
91 188.85 14.5
92 259.275 43.13333
93 116.14995 -23.86667
94 192.72495 41.11667
95 160.99995 11.7
96 161.7 11.81667
97 168.70005 55.01667
98 183.45 14.9
99 184.69995 14.41667
100 185.72505 15.81667
101 210.79995 54.35
102 210.79995 54.35
103 23.29995 60.7
104 190.00005 -11.61667
105 161.95005 12.58333
106 184.75005 47.3
107 248.12505 -13.05
108 167.87505 55.66667
109 179.4 53.38333
110 10.09995 41.68333
